Company_ID,Industry_Niche,Current_Gateway,Monthly_Volume_USD,Effective_Monthly_Fee_Lost_USD,Projected_24M_LTV_USD,Probability_to_Convert,Optimized_Target_CAC_USD,GTM_Target_Priority
IND-1248,D2C E-commerce,PayPal,16318.78,554.15,3534.65,0.8168,866.13,High Propensity (>75%)
IND-1249,Freelance Developer,PayPal,3882.4,138.33,840.93,0.1339,33.78,Low Propensity (<40%)
IND-1250,IT Service Agency,Traditional Bank,39672.52,1069.82,8593.07,0.7859,2025.99,High Propensity (>75%)
IND-1251,IT Service Agency,Stripe,29557.04,742.24,6402.05,0.4454,855.44,Medium Propensity (40-75%)
IND-1252,Freelance Developer,PayPal,3991.15,157.87,864.48,0.1261,32.7,Low Propensity (<40%)
IND-1253,IT Service Agency,Traditional Bank,19801.07,919.91,4288.91,0.8108,1043.23,High Propensity (>75%)
IND-1254,IT Service Agency,Payoneer,44262.57,969.76,9587.27,0.1628,468.24,Low Propensity (<40%)
IND-1255,SaaS Startup,PayPal,17683.98,782.6,3830.35,0.81,930.77,High Propensity (>75%)
IND-1256,D2C E-commerce,Traditional Bank,15910.49,598.15,3446.21,0.7889,815.62,High Propensity (>75%)
IND-1257,Freelance Developer,PayPal,2928.08,115.65,634.22,0.1189,22.62,Low Propensity (<40%)
IND-1258,SaaS Startup,PayPal,22615.69,862.29,4898.56,0.7754,1139.5,High Propensity (>75%)
IND-1259,IT Service Agency,Payoneer,27380.59,736.66,5930.64,0.7559,1344.89,High Propensity (>75%)
IND-1260,Freelance Developer,Traditional Bank,4716.58,185.95,1021.61,0.1153,35.34,Low Propensity (<40%)
IND-1261,D2C E-commerce,Payoneer,19389.13,379.46,4199.69,0.0602,75.85,Low Propensity (<40%)
IND-1262,IT Service Agency,PayPal,42907.59,1405.24,9293.78,0.7956,2218.24,High Propensity (>75%)
IND-1263,SaaS Startup,Traditional Bank,19867.82,819.79,4303.37,0.8024,1035.91,High Propensity (>75%)
IND-1264,Freelance Developer,Stripe,1463.74,29.89,317.05,0.2021,19.22,Low Propensity (<40%)
IND-1265,Freelance Developer,PayPal,10985.62,356.35,2379.49,0.653,466.14,Medium Propensity (40-75%)
IND-1266,Freelance Developer,Traditional Bank,8491.72,306.68,1839.31,0.1561,86.14,Low Propensity (<40%)
IND-1267,Freelance Developer,PayPal,6445.35,248.18,1396.06,0.1356,56.79,Low Propensity (<40%)
IND-1268,IT Service Agency,Payoneer,27467.96,764.14,5949.56,0.7619,1359.89,High Propensity (>75%)
IND-1269,IT Service Agency,Traditional Bank,33864.08,929.47,7334.96,0.7966,1752.91,High Propensity (>75%)
IND-1270,Freelance Developer,Traditional Bank,3913.16,134.34,847.59,0.1483,37.71,Low Propensity (<40%)
IND-1271,Freelance Developer,Traditional Bank,7527.71,351.71,1630.5,0.1459,71.37,Low Propensity (<40%)
IND-1272,Freelance Developer,Traditional Bank,5525.01,233.25,1196.72,0.1079,38.74,Low Propensity (<40%)
IND-1273,D2C E-commerce,Payoneer,11079.18,219.54,2399.75,0.0605,43.55,Low Propensity (<40%)
IND-1274,SaaS Startup,PayPal,17175.47,752.9,3720.21,0.8101,904.12,High Propensity (>75%)
IND-1275,SaaS Startup,Traditional Bank,26727.13,1042.67,5789.1,0.7844,1362.29,High Propensity (>75%)
IND-1276,Freelance Developer,Traditional Bank,8200.2,312.62,1776.16,0.1613,85.95,Low Propensity (<40%)
IND-1277,Freelance Developer,Traditional Bank,8056.66,408.44,1745.07,0.1215,63.61,Low Propensity (<40%)
IND-1278,Freelance Developer,Stripe,6514.06,163.13,1410.95,0.0875,37.04,Low Propensity (<40%)
IND-1279,Freelance Developer,Traditional Bank,4494.75,154.84,973.56,0.1385,40.45,Low Propensity (<40%)
IND-1280,Freelance Developer,Stripe,1000.0,16.82,216.6,0.0622,4.04,Low Propensity (<40%)
IND-1281,IT Service Agency,PayPal,37971.6,1351.67,8224.65,0.7874,1942.83,High Propensity (>75%)
IND-1282,IT Service Agency,Traditional Bank,34981.71,927.89,7577.04,0.7925,1801.44,High Propensity (>75%)
IND-1283,IT Service Agency,Payoneer,36399.82,565.5,7884.2,0.1945,460.04,Low Propensity (<40%)
IND-1284,SaaS Startup,PayPal,20323.38,745.55,4402.04,0.8017,1058.74,High Propensity (>75%)
IND-1285,IT Service Agency,Payoneer,21737.38,649.26,4708.32,0.7844,1107.96,High Propensity (>75%)
IND-1286,SaaS Startup,Stripe,23344.45,567.14,5056.41,0.1341,203.42,Low Propensity (<40%)
IND-1287,SaaS Startup,Traditional Bank,23793.3,913.3,5153.63,0.7923,1224.97,High Propensity (>75%)
IND-1288,IT Service Agency,Traditional Bank,41823.39,1682.21,9058.95,0.7898,2146.43,High Propensity (>75%)
IND-1289,SaaS Startup,Payoneer,25679.46,398.21,5562.17,0.064,106.79,Low Propensity (<40%)
IND-1290,IT Service Agency,Traditional Bank,41040.52,1270.74,8889.38,0.7745,2065.45,High Propensity (>75%)
IND-1291,IT Service Agency,Traditional Bank,30899.71,811.57,6692.88,0.7363,1478.39,Medium Propensity (40-75%)
IND-1292,Freelance Developer,Traditional Bank,4858.33,219.12,1052.31,0.1156,36.49,Low Propensity (<40%)
IND-1293,IT Service Agency,Traditional Bank,35911.25,1051.69,7778.38,0.7922,1848.61,High Propensity (>75%)
IND-1294,IT Service Agency,Payoneer,36076.99,1047.6,7814.28,0.7904,1852.92,High Propensity (>75%)
IND-1295,SaaS Startup,Traditional Bank,25989.31,1096.84,5629.28,0.7992,1349.68,High Propensity (>75%)
IND-1296,Freelance Developer,PayPal,6287.34,214.34,1361.84,0.1298,53.03,Low Propensity (<40%)
IND-1297,IT Service Agency,PayPal,55773.43,1863.84,12080.52,0.7849,2844.6,High Propensity (>75%)
IND-1298,Freelance Developer,PayPal,9412.94,382.74,2038.84,0.1156,70.71,Low Propensity (<40%)
IND-1299,IT Service Agency,Traditional Bank,35796.5,1747.78,7753.52,0.793,1844.56,High Propensity (>75%)
IND-1300,IT Service Agency,Payoneer,1000.0,26.01,216.6,0.0657,4.27,Low Propensity (<40%)
IND-1301,SaaS Startup,Traditional Bank,27420.99,942.91,5939.39,0.7983,1422.43,High Propensity (>75%)
IND-1302,SaaS Startup,Payoneer,16757.74,405.73,3629.73,0.1412,153.76,Low Propensity (<40%)
IND-1303,Freelance Developer,Payoneer,3397.03,67.86,735.8,0.0441,9.74,Low Propensity (<40%)
IND-1304,Freelance Developer,PayPal,4203.11,192.65,910.39,0.1135,31.0,Low Propensity (<40%)
IND-1305,D2C E-commerce,PayPal,12766.78,537.8,2765.28,0.7974,661.51,High Propensity (>75%)
IND-1306,SaaS Startup,PayPal,23673.62,952.11,5127.71,0.7914,1217.42,High Propensity (>75%)
IND-1307,IT Service Agency,Traditional Bank,19405.64,703.73,4203.26,0.8037,1013.45,High Propensity (>75%)
IND-1308,Freelance Developer,Payoneer,2844.56,71.43,616.13,0.0617,11.41,Low Propensity (<40%)
IND-1309,IT Service Agency,Payoneer,38431.59,792.43,8324.28,0.0938,234.25,Low Propensity (<40%)
IND-1310,SaaS Startup,Traditional Bank,23737.66,614.31,5141.58,0.7451,1149.3,Medium Propensity (40-75%)
IND-1311,IT Service Agency,PayPal,41415.42,1525.53,8970.58,0.7975,2146.21,High Propensity (>75%)
IND-1312,IT Service Agency,Stripe,27129.64,677.01,5876.28,0.1566,276.07,Low Propensity (<40%)
IND-1313,D2C E-commerce,Stripe,10108.67,220.03,2189.54,0.0947,62.2,Low Propensity (<40%)
IND-1314,Freelance Developer,PayPal,3986.73,127.62,863.53,0.0984,25.49,Low Propensity (<40%)
IND-1315,Freelance Developer,PayPal,5479.75,238.71,1186.91,0.1096,39.03,Low Propensity (<40%)
IND-1316,SaaS Startup,Traditional Bank,28912.86,936.69,6262.53,0.7936,1490.98,High Propensity (>75%)
IND-1317,IT Service Agency,Stripe,14525.63,260.48,3146.25,0.0732,69.09,Low Propensity (<40%)
IND-1318,IT Service Agency,Traditional Bank,32792.71,1090.95,7102.9,0.785,1672.73,High Propensity (>75%)
IND-1319,IT Service Agency,PayPal,21673.22,864.42,4694.42,0.782,1101.31,High Propensity (>75%)
IND-1320,SaaS Startup,Traditional Bank,10086.54,400.34,2184.74,0.4608,302.02,Medium Propensity (40-75%)
IND-1321,Freelance Developer,Traditional Bank,6933.91,263.4,1501.88,0.1263,56.91,Low Propensity (<40%)
IND-1322,Freelance Developer,PayPal,6089.25,253.66,1318.93,0.1015,40.16,Low Propensity (<40%)
IND-1323,IT Service Agency,Stripe,39494.34,723.17,8554.47,0.0978,250.99,Low Propensity (<40%)
IND-1324,D2C E-commerce,Traditional Bank,19605.13,887.22,4246.47,0.8119,1034.31,High Propensity (>75%)
IND-1325,Freelance Developer,PayPal,4040.56,136.49,875.19,0.0948,24.89,Low Propensity (<40%)
IND-1326,SaaS Startup,Traditional Bank,17404.17,788.85,3769.74,0.8115,917.74,High Propensity (>75%)
IND-1327,Freelance Developer,Traditional Bank,9371.46,397.84,2029.86,0.1251,76.18,Low Propensity (<40%)
IND-1328,SaaS Startup,PayPal,18520.57,768.39,4011.56,0.8005,963.38,High Propensity (>75%)
IND-1329,IT Service Agency,PayPal,42351.32,1608.5,9173.3,0.7867,2164.99,High Propensity (>75%)
IND-1330,IT Service Agency,Traditional Bank,35063.82,1478.2,7594.82,0.8058,1835.97,High Propensity (>75%)
IND-1331,Freelance Developer,Traditional Bank,1303.48,36.3,282.33,0.0878,7.44,Low Propensity (<40%)
IND-1332,IT Service Agency,Traditional Bank,14553.71,691.54,3152.33,0.8156,771.31,High Propensity (>75%)
IND-1333,IT Service Agency,Traditional Bank,29210.16,788.63,6326.92,0.7595,1441.59,High Propensity (>75%)
IND-1334,IT Service Agency,Stripe,45561.01,770.26,9868.51,0.0966,285.99,Low Propensity (<40%)
IND-1335,IT Service Agency,Stripe,42882.92,910.79,9288.44,0.1683,468.97,Low Propensity (<40%)
IND-1336,Freelance Developer,Traditional Bank,6828.15,301.25,1478.98,0.1074,47.65,Low Propensity (<40%)
IND-1337,Freelance Developer,PayPal,3025.91,96.19,655.41,0.0445,8.75,Low Propensity (<40%)
IND-1338,SaaS Startup,Stripe,29695.23,739.28,6431.99,0.188,362.76,Low Propensity (<40%)
IND-1339,IT Service Agency,Traditional Bank,25351.07,1274.16,5491.04,0.816,1344.21,High Propensity (>75%)
IND-1340,SaaS Startup,Payoneer,21276.95,515.54,4608.59,0.1572,217.34,Low Propensity (<40%)
IND-1341,SaaS Startup,Stripe,19937.89,401.01,4318.55,0.0608,78.77,Low Propensity (<40%)
IND-1342,IT Service Agency,Traditional Bank,33261.26,1483.92,7204.39,0.8,1729.05,High Propensity (>75%)
IND-1343,SaaS Startup,Traditional Bank,28031.55,957.08,6071.63,0.7953,1448.63,High Propensity (>75%)
IND-1344,IT Service Agency,Stripe,27948.89,568.76,6053.73,0.1343,243.91,Low Propensity (<40%)
IND-1345,Freelance Developer,PayPal,2300.79,102.23,498.35,0.0651,9.73,Low Propensity (<40%)
IND-1346,Freelance Developer,Traditional Bank,5039.99,254.76,1091.66,0.1171,38.35,Low Propensity (<40%)
IND-1347,IT Service Agency,Traditional Bank,31001.73,1543.58,6714.97,0.8042,1620.05,High Propensity (>75%)
IND-1348,IT Service Agency,PayPal,68773.83,2392.03,14896.41,0.773,3454.48,High Propensity (>75%)
IND-1349,Freelance Developer,PayPal,6353.01,217.69,1376.06,0.1508,62.25,Low Propensity (<40%)
IND-1350,SaaS Startup,Payoneer,17543.96,349.39,3800.02,0.0868,98.95,Low Propensity (<40%)
IND-1351,Freelance Developer,Stripe,2887.78,56.4,625.49,0.0452,8.48,Low Propensity (<40%)
IND-1352,Freelance Developer,Traditional Bank,1239.42,42.04,268.46,0.0605,4.87,Low Propensity (<40%)
IND-1353,IT Service Agency,PayPal,24747.81,913.01,5360.38,0.7945,1277.65,High Propensity (>75%)
IND-1354,IT Service Agency,PayPal,36149.42,1460.97,7829.96,0.7994,1877.78,High Propensity (>75%)
IND-1355,Freelance Developer,PayPal,7854.66,333.59,1701.32,0.1191,60.79,Low Propensity (<40%)
IND-1356,IT Service Agency,Traditional Bank,46216.89,2075.56,10010.58,0.7932,2382.12,High Propensity (>75%)
IND-1357,SaaS Startup,Stripe,21374.57,509.38,4629.73,0.1363,189.31,Low Propensity (<40%)
IND-1358,D2C E-commerce,Payoneer,13384.16,211.31,2899.01,0.082,71.32,Low Propensity (<40%)
IND-1359,SaaS Startup,PayPal,21612.87,670.59,4681.35,0.7788,1093.75,High Propensity (>75%)
IND-1360,IT Service Agency,PayPal,29813.62,1278.23,6457.63,0.8036,1556.8,High Propensity (>75%)
IND-1361,Freelance Developer,Traditional Bank,8436.73,331.56,1827.4,0.1827,100.16,Low Propensity (<40%)
IND-1362,SaaS Startup,PayPal,18864.86,746.29,4086.13,0.7967,976.63,High Propensity (>75%)
IND-1363,SaaS Startup,PayPal,19481.97,615.84,4219.79,0.7993,1011.86,High Propensity (>75%)
IND-1364,D2C E-commerce,PayPal,3920.89,135.73,849.26,0.1504,38.32,Low Propensity (<40%)
IND-1365,IT Service Agency,Stripe,33045.65,726.89,7157.69,0.0993,213.23,Low Propensity (<40%)
IND-1366,D2C E-commerce,PayPal,19182.42,831.85,4154.91,0.8066,1005.4,High Propensity (>75%)
IND-1367,D2C E-commerce,Traditional Bank,9661.39,471.11,2092.66,0.1782,111.87,Low Propensity (<40%)
IND-1368,IT Service Agency,Payoneer,27492.8,632.02,5954.94,0.1407,251.36,Low Propensity (<40%)
IND-1369,IT Service Agency,Traditional Bank,42927.11,1674.19,9298.01,0.7924,2210.32,High Propensity (>75%)
IND-1370,IT Service Agency,Traditional Bank,20233.43,950.67,4382.56,0.8109,1066.15,High Propensity (>75%)
IND-1371,IT Service Agency,Traditional Bank,45578.01,1778.31,9872.2,0.7972,2361.04,High Propensity (>75%)
IND-1372,IT Service Agency,PayPal,29678.56,1149.14,6428.38,0.7941,1531.43,High Propensity (>75%)
IND-1373,Freelance Developer,Payoneer,4222.86,124.01,914.67,0.0974,26.73,Low Propensity (<40%)
IND-1374,IT Service Agency,PayPal,23761.22,1018.75,5146.68,0.7951,1227.64,High Propensity (>75%)
IND-1375,IT Service Agency,Payoneer,38780.46,1150.57,8399.85,0.7887,1987.49,High Propensity (>75%)
IND-1376,Freelance Developer,PayPal,9919.74,341.79,2148.62,0.4049,260.99,Medium Propensity (40-75%)
IND-1377,IT Service Agency,Traditional Bank,42814.97,1648.16,9273.72,0.7952,2212.34,High Propensity (>75%)
IND-1378,Freelance Developer,Payoneer,3271.43,93.66,708.59,0.0476,10.12,Low Propensity (<40%)
IND-1379,IT Service Agency,Traditional Bank,46356.21,1323.34,10040.76,0.792,2385.68,High Propensity (>75%)
IND-1380,IT Service Agency,Traditional Bank,31833.2,1460.19,6895.07,0.7957,1645.92,High Propensity (>75%)
IND-1381,Freelance Developer,PayPal,7748.97,261.12,1678.43,0.0892,44.92,Low Propensity (<40%)
IND-1382,Freelance Developer,Traditional Bank,6613.35,307.29,1432.45,0.107,45.98,Low Propensity (<40%)
IND-1383,Freelance Developer,Traditional Bank,1000.0,41.01,216.6,0.0853,5.54,Low Propensity (<40%)
IND-1384,Freelance Developer,PayPal,2991.84,101.55,648.03,0.0418,8.13,Low Propensity (<40%)
IND-1385,Freelance Developer,PayPal,6888.77,261.39,1492.11,0.1245,55.73,Low Propensity (<40%)
IND-1386,IT Service Agency,PayPal,36516.57,1480.03,7909.49,0.8015,1901.84,High Propensity (>75%)
IND-1387,IT Service Agency,Stripe,24762.44,541.57,5363.54,0.1465,235.73,Low Propensity (<40%)
IND-1388,Freelance Developer,PayPal,3732.82,139.15,808.53,0.1449,35.15,Low Propensity (<40%)
IND-1389,Freelance Developer,Payoneer,1187.53,34.51,257.22,0.0681,5.26,Low Propensity (<40%)
IND-1390,D2C E-commerce,Traditional Bank,14558.13,564.15,3153.29,0.7929,750.07,High Propensity (>75%)
IND-1391,SaaS Startup,PayPal,33264.14,1281.84,7205.01,0.7839,1694.4,High Propensity (>75%)
IND-1392,IT Service Agency,Payoneer,43049.33,697.34,9324.48,0.1509,422.12,Low Propensity (<40%)
IND-1393,Freelance Developer,PayPal,9380.83,418.83,2031.89,0.1265,77.11,Low Propensity (<40%)
IND-1394,IT Service Agency,Payoneer,43823.97,790.7,9492.27,0.09,256.29,Low Propensity (<40%)
IND-1395,D2C E-commerce,Traditional Bank,20137.4,780.99,4361.76,0.7973,1043.29,High Propensity (>75%)
IND-1396,Freelance Developer,Traditional Bank,8948.16,416.79,1938.17,0.1249,72.62,Low Propensity (<40%)
IND-1397,SaaS Startup,PayPal,22263.58,756.52,4822.29,0.7765,1123.35,High Propensity (>75%)
IND-1398,Freelance Developer,Traditional Bank,4625.55,182.03,1001.89,0.1234,37.09,Low Propensity (<40%)
IND-1399,Freelance Developer,Payoneer,7065.32,136.69,1530.35,0.0712,32.69,Low Propensity (<40%)
IND-1400,IT Service Agency,Traditional Bank,49538.4,2226.19,10730.02,0.8164,2628.0,High Propensity (>75%)
IND-1401,D2C E-commerce,Stripe,12600.18,268.4,2729.2,0.111,90.88,Low Propensity (<40%)
IND-1402,SaaS Startup,Stripe,15670.59,371.93,3394.25,0.13,132.38,Low Propensity (<40%)
IND-1403,Freelance Developer,Traditional Bank,5277.71,253.95,1143.15,0.1171,40.16,Low Propensity (<40%)
IND-1404,IT Service Agency,Traditional Bank,43314.99,1831.23,9382.03,0.7934,2233.11,High Propensity (>75%)
IND-1405,Freelance Developer,Payoneer,6596.18,176.9,1428.73,0.0876,37.55,Low Propensity (<40%)
IND-1406,IT Service Agency,Stripe,20758.32,438.47,4496.25,0.1218,164.29,Low Propensity (<40%)
IND-1407,IT Service Agency,PayPal,54116.06,1989.22,11721.54,0.8118,2854.66,High Propensity (>75%)
IND-1408,D2C E-commerce,Traditional Bank,11794.18,497.76,2554.62,0.8084,619.54,High Propensity (>75%)
IND-1409,IT Service Agency,PayPal,32349.35,1453.22,7006.87,0.7896,1659.79,High Propensity (>75%)
IND-1410,IT Service Agency,PayPal,25973.46,965.59,5625.85,0.7918,1336.36,High Propensity (>75%)
IND-1411,D2C E-commerce,Traditional Bank,28491.64,957.86,6171.29,0.7876,1458.15,High Propensity (>75%)
IND-1412,D2C E-commerce,Payoneer,16210.35,347.7,3511.16,0.1229,129.46,Low Propensity (<40%)
IND-1413,SaaS Startup,Traditional Bank,14894.15,544.85,3226.07,0.8075,781.52,High Propensity (>75%)
IND-1414,Freelance Developer,Traditional Bank,6727.85,183.37,1457.25,0.0883,38.6,Low Propensity (<40%)
IND-1415,SaaS Startup,Traditional Bank,24614.81,935.43,5331.57,0.7923,1267.26,High Propensity (>75%)
IND-1416,IT Service Agency,Traditional Bank,33122.73,1271.44,7174.38,0.7833,1685.91,High Propensity (>75%)
IND-1417,IT Service Agency,Traditional Bank,43406.07,1772.58,9401.75,0.7922,2234.42,High Propensity (>75%)
IND-1418,Freelance Developer,PayPal,3349.42,120.73,725.48,0.1189,25.88,Low Propensity (<40%)
IND-1419,Freelance Developer,Traditional Bank,4014.16,167.58,869.47,0.1148,29.95,Low Propensity (<40%)
IND-1420,Freelance Developer,Traditional Bank,1000.0,48.32,216.6,0.1522,9.89,Low Propensity (<40%)
IND-1421,Freelance Developer,Traditional Bank,2352.1,117.53,509.46,0.1864,28.49,Low Propensity (<40%)
IND-1422,IT Service Agency,Stripe,53076.31,1122.25,11496.33,0.2614,901.54,Low Propensity (<40%)
IND-1423,SaaS Startup,PayPal,29848.57,937.55,6465.2,0.7907,1533.61,High Propensity (>75%)
IND-1424,IT Service Agency,PayPal,35657.89,1619.94,7723.5,0.7998,1853.18,High Propensity (>75%)
IND-1425,SaaS Startup,PayPal,29977.59,1250.51,6493.15,0.7915,1541.8,High Propensity (>75%)
IND-1426,SaaS Startup,Stripe,19039.55,355.51,4123.97,0.0622,76.95,Low Propensity (<40%)
IND-1427,Freelance Developer,Traditional Bank,4513.18,131.31,977.55,0.1253,36.75,Low Propensity (<40%)
IND-1428,IT Service Agency,PayPal,35565.11,1161.79,7703.4,0.7847,1813.46,High Propensity (>75%)
IND-1429,IT Service Agency,Payoneer,33750.78,609.13,7310.42,0.1073,235.32,Low Propensity (<40%)
IND-1430,IT Service Agency,PayPal,32848.04,1033.04,7114.89,0.7838,1673.0,High Propensity (>75%)
IND-1431,Freelance Developer,Traditional Bank,7286.8,352.73,1578.32,0.128,60.61,Low Propensity (<40%)
IND-1432,Freelance Developer,PayPal,5300.27,206.38,1148.04,0.1246,42.92,Low Propensity (<40%)
IND-1433,IT Service Agency,Traditional Bank,42124.82,1844.09,9124.24,0.7896,2161.35,High Propensity (>75%)
IND-1434,IT Service Agency,PayPal,45313.81,1971.73,9814.97,0.7942,2338.52,High Propensity (>75%)
IND-1435,Freelance Developer,Payoneer,5776.37,158.7,1251.16,0.0898,33.7,Low Propensity (<40%)
IND-1436,IT Service Agency,Traditional Bank,25297.29,1214.27,5479.39,0.8083,1328.7,High Propensity (>75%)
IND-1437,Freelance Developer,Payoneer,2294.27,69.49,496.94,0.0625,9.32,Low Propensity (<40%)
IND-1438,Freelance Developer,Traditional Bank,5297.56,194.56,1147.45,0.1232,42.41,Low Propensity (<40%)
IND-1439,IT Service Agency,Payoneer,33287.44,1001.09,7210.06,0.7899,1708.57,High Propensity (>75%)
IND-1440,IT Service Agency,PayPal,35873.91,1495.81,7770.29,0.7987,1861.84,High Propensity (>75%)
IND-1441,D2C E-commerce,Traditional Bank,14919.73,410.31,3231.61,0.7074,685.81,Medium Propensity (40-75%)
IND-1442,IT Service Agency,Traditional Bank,60835.74,2598.35,13177.02,0.7359,2909.09,Medium Propensity (40-75%)
IND-1443,IT Service Agency,Stripe,21697.74,484.95,4699.73,0.1338,188.65,Low Propensity (<40%)
IND-1444,Freelance Developer,Traditional Bank,1020.11,49.66,220.96,0.1177,7.8,Low Propensity (<40%)
IND-1445,D2C E-commerce,Traditional Bank,16661.88,583.78,3608.96,0.8064,873.08,High Propensity (>75%)
IND-1446,D2C E-commerce,Traditional Bank,13117.89,527.7,2841.33,0.7937,676.55,High Propensity (>75%)
IND-1447,Freelance Developer,PayPal,5632.14,172.36,1219.92,0.0917,33.56,Low Propensity (<40%)
IND-1448,IT Service Agency,PayPal,40838.83,1448.32,8845.69,0.7874,2089.53,High Propensity (>75%)
IND-1449,IT Service Agency,Traditional Bank,47841.05,1324.32,10362.37,0.7978,2480.13,High Propensity (>75%)
IND-1450,Freelance Developer,Traditional Bank,1985.55,76.25,430.07,0.0652,8.41,Low Propensity (<40%)
IND-1451,SaaS Startup,Traditional Bank,16659.69,776.13,3608.49,0.8071,873.72,High Propensity (>75%)
IND-1452,SaaS Startup,Traditional Bank,22572.57,690.73,4889.22,0.772,1132.34,High Propensity (>75%)
IND-1453,D2C E-commerce,PayPal,18852.32,716.34,4083.41,0.7962,975.36,High Propensity (>75%)
IND-1454,IT Service Agency,Payoneer,56934.5,1046.4,12332.01,0.1886,697.75,Low Propensity (<40%)
IND-1455,SaaS Startup,Traditional Bank,25734.22,736.46,5574.03,0.762,1274.22,High Propensity (>75%)
IND-1456,IT Service Agency,Traditional Bank,34432.11,1322.34,7458.0,0.7922,1772.47,High Propensity (>75%)
IND-1457,SaaS Startup,Traditional Bank,14657.39,403.21,3174.79,0.7014,668.04,Medium Propensity (40-75%)
IND-1458,IT Service Agency,Stripe,29357.1,631.54,6358.75,0.136,259.44,Low Propensity (<40%)
